NORP,Count,Network,Year
republicans,408,Bloomberg,2013
americans,406,Bloomberg,2013
european,384,Bloomberg,2013
democrats,303,Bloomberg,2013
japanese,237,Bloomberg,2013
russian,205,Bloomberg,2013
fu,176,Bloomberg,2013
german,136,Bloomberg,2013
republican,111,Bloomberg,2013
british,111,Bloomberg,2013
french,87,Bloomberg,2013
italian,84,Bloomberg,2013
asian,79,Bloomberg,2013
south african,74,Bloomberg,2013
iranian,65,Bloomberg,2013
israelis,63,Bloomberg,2013
canadian,61,Bloomberg,2013
israeli,57,Bloomberg,2013
iranians,53,Bloomberg,2013
russians,53,Bloomberg,2013
australian,51,Bloomberg,2013
democrat,51,Bloomberg,2013
ferrari,45,Bloomberg,2013
palestinians,41,Bloomberg,2013
african,37,Bloomberg,2013
spanish,34,Bloomberg,2013
irish,27,Bloomberg,2013
palestinian,26,Bloomberg,2013
koreans,26,Bloomberg,2013
indonesian,24,Bloomberg,2013
europeans,24,Bloomberg,2013
indian,23,Bloomberg,2013
north american,23,Bloomberg,2013
democratic,23,Bloomberg,2013
creepy,22,Bloomberg,2013
arab,22,Bloomberg,2013
sean,22,Bloomberg,2013
english,21,Bloomberg,2013
swiss,21,Bloomberg,2013
jews,20,Bloomberg,2013
dutch,19,Bloomberg,2013
jean,18,Bloomberg,2013
itunes,18,Bloomberg,2013
jewish,18,Bloomberg,2013
norwegian,17,Bloomberg,2013
mexican,17,Bloomberg,2013
latin,17,Bloomberg,2013
germans,16,Bloomberg,2013
chinese,26681,Bloomberg,2018
european,17627,Bloomberg,2018
american,9593,Bloomberg,2018
democrats,7497,Bloomberg,2018
asian,6519,Bloomberg,2018
italian,5898,Bloomberg,2018
russian,5420,Bloomberg,2018
republicans,5350,Bloomberg,2018
german,4814,Bloomberg,2018
japanese,4660,Bloomberg,2018
republican,3789,Bloomberg,2018
british,3292,Bloomberg,2018
saudi,3151,Bloomberg,2018
french,3017,Bloomberg,2018
americans,2990,Bloomberg,2018
canadian,2366,Bloomberg,2018
iranian,1845,Bloomberg,2018
korean,1815,Bloomberg,2018
north korean,1543,Bloomberg,2018
indian,1422,Bloomberg,2018
russians,1352,Bloomberg,2018
mexican,1293,Bloomberg,2018
australian,1250,Bloomberg,2018
democrat,1226,Bloomberg,2018
europeans,1169,Bloomberg,2018
irish,1132,Bloomberg,2018
turkish,1080,Bloomberg,2018
south korean,1065,Bloomberg,2018
fu,937,Bloomberg,2018
ian,790,Bloomberg,2018
democratic,714,Bloomberg,2018
brazilian,674,Bloomberg,2018
north american,636,Bloomberg,2018
christian,593,Bloomberg,2018
israeli,588,Bloomberg,2018
spanish,587,Bloomberg,2018
malaysian,572,Bloomberg,2018
north koreans,512,Bloomberg,2018
sean,477,Bloomberg,2018
italians,462,Bloomberg,2018
indonesian,454,Bloomberg,2018
koreans,451,Bloomberg,2018
african-american,423,Bloomberg,2018
swiss,422,Bloomberg,2018
south african,410,Bloomberg,2018
african,394,Bloomberg,2018
jean,392,Bloomberg,2018
dutch,391,Bloomberg,2018
syrian,383,Bloomberg,2018
permian,373,Bloomberg,2018
chinese,4365,Bloomberg,2024
japanese,2155,Bloomberg,2024
european,1761,Bloomberg,2024
american,1505,Bloomberg,2024
asian,1209,Bloomberg,2024
french,772,Bloomberg,2024
americans,683,Bloomberg,2024
indian,655,Bloomberg,2024
republicans,650,Bloomberg,2024
republican,617,Bloomberg,2024
russian,548,Bloomberg,2024
israeli,545,Bloomberg,2024
democrats,457,Bloomberg,2024
german,395,Bloomberg,2024
australian,395,Bloomberg,2024
iranian,320,Bloomberg,2024
korean,248,Bloomberg,2024
israelis,161,Bloomberg,2024
british,160,Bloomberg,2024
saudi,137,Bloomberg,2024
europeans,134,Bloomberg,2024
palestinians,131,Bloomberg,2024
palestinian,126,Bloomberg,2024
ian,121,Bloomberg,2024
south korean,114,Bloomberg,2024
dovish,113,Bloomberg,2024
thai,112,Bloomberg,2024
taiwanese,110,Bloomberg,2024
christian,97,Bloomberg,2024
iranians,90,Bloomberg,2024
democrat,89,Bloomberg,2024
swiss,89,Bloomberg,2024
dutch,85,Bloomberg,2024
italian,81,Bloomberg,2024
democratic,77,Bloomberg,2024
south african,74,Bloomberg,2024
arab,63,Bloomberg,2024
spanish,63,Bloomberg,2024
greek,63,Bloomberg,2024
indonesian,58,Bloomberg,2024
canadian,53,Bloomberg,2024
african,46,Bloomberg,2024
russians,44,Bloomberg,2024
olaf,43,Bloomberg,2024
asia-pacific,42,Bloomberg,2024
north american,39,Bloomberg,2024
islamic,39,Bloomberg,2024
mexican,37,Bloomberg,2024
jewish,32,Bloomberg,2024
indians,31,Bloomberg,2024
russian,11028,Bloomberg,2022
european,10088,Bloomberg,2022
chinese,9249,Bloomberg,2022
asian,3595,Bloomberg,2022
american,3292,Bloomberg,2022
japanese,2563,Bloomberg,2022
german,2057,Bloomberg,2022
democrats,1742,Bloomberg,2022
republicans,1541,Bloomberg,2022
americans,1538,Bloomberg,2022
french,1458,Bloomberg,2022
russians,1402,Bloomberg,2022
australian,1268,Bloomberg,2022
british,1087,Bloomberg,2022
italian,1004,Bloomberg,2022
republican,805,Bloomberg,2022
korean,796,Bloomberg,2022
indian,640,Bloomberg,2022
europeans,595,Bloomberg,2022
saudi,394,Bloomberg,2022
canadian,388,Bloomberg,2022
christian,319,Bloomberg,2022
olaf,317,Bloomberg,2022
spanish,313,Bloomberg,2022
dutch,311,Bloomberg,2022
ukrainian,307,Bloomberg,2022
swiss,302,Bloomberg,2022
ian,287,Bloomberg,2022
germans,278,Bloomberg,2022
democrat,266,Bloomberg,2022
south korean,254,Bloomberg,2022
iranian,244,Bloomberg,2022
polish,221,Bloomberg,2022
democratic,207,Bloomberg,2022
dovish,200,Bloomberg,2022
taiwanese,196,Bloomberg,2022
indonesian,164,Bloomberg,2022
sean,149,Bloomberg,2022
swedish,136,Bloomberg,2022
english,127,Bloomberg,2022
malaysian,117,Bloomberg,2022
asia-pacific,112,Bloomberg,2022
greek,111,Bloomberg,2022
north american,106,Bloomberg,2022
brazilian,105,Bloomberg,2022
thai,99,Bloomberg,2022
wean,94,Bloomberg,2022
african,94,Bloomberg,2022
turkish,93,Bloomberg,2022
arab,91,Bloomberg,2022
american,22385,CNN,2013
republicans,20629,CNN,2013
americans,15946,CNN,2013
republican,11263,CNN,2013
democrats,10519,CNN,2013
russian,4135,CNN,2013
syrian,4060,CNN,2013
british,3318,CNN,2013
chinese,2702,CNN,2013
russians,2386,CNN,2013
democrat,2339,CNN,2013
muslim,2152,CNN,2013
democratic,2023,CNN,2013
french,1931,CNN,2013
african-american,1653,CNN,2013
iranian,1563,CNN,2013
israeli,1392,CNN,2013
north korean,1364,CNN,2013
egyptian,1237,CNN,2013
mexican,1197,CNN,2013
italian,1188,CNN,2013
christian,1146,CNN,2013
german,1067,CNN,2013
arab,984,CNN,2013
iranians,970,CNN,2013
japanese,965,CNN,2013
afghan,939,CNN,2013
canadian,916,CNN,2013
syrians,901,CNN,2013
european,836,CNN,2013
korean,827,CNN,2013
spanish,827,CNN,2013
south african,804,CNN,2013
catholic,787,CNN,2013
african,785,CNN,2013
islamic,749,CNN,2013
hispanic,723,CNN,2013
indian,714,CNN,2013
sean,682,CNN,2013
african-americans,675,CNN,2013
israelis,659,CNN,2013
north koreans,638,CNN,2013
jewish,626,CNN,2013
creepy,586,CNN,2013
south korean,581,CNN,2013
palestinian,561,CNN,2013
cuban,526,CNN,2013
muslims,516,CNN,2013
palestinians,503,CNN,2013
christians,483,CNN,2013
republicans,42200,CNN,2017
russian,36979,CNN,2017
american,33492,CNN,2017
democrats,30980,CNN,2017
republican,30777,CNN,2017
russians,18300,CNN,2017
americans,16587,CNN,2017
sean,8472,CNN,2017
democrat,7572,CNN,2017
north korean,5073,CNN,2017
democratic,4909,CNN,2017
chinese,4865,CNN,2017
muslim,4461,CNN,2017
british,3413,CNN,2017
syrian,3193,CNN,2017
french,2746,CNN,2017
muslims,2366,CNN,2017
korean,2085,CNN,2017
european,2076,CNN,2017
north koreans,1802,CNN,2017
african-american,1676,CNN,2017
mexican,1636,CNN,2017
iraqi,1482,CNN,2017
islamic,1464,CNN,2017
japanese,1432,CNN,2017
jewish,1359,CNN,2017
south korean,1311,CNN,2017
israeli,1311,CNN,2017
german,1265,CNN,2017
koreans,1245,CNN,2017
christian,1140,CNN,2017
iranian,907,CNN,2017
palestinians,893,CNN,2017
african-americans,784,CNN,2017
palestinian,763,CNN,2017
african,735,CNN,2017
cuban,691,CNN,2017
iranians,680,CNN,2017
afghan,674,CNN,2017
arab,672,CNN,2017
israelis,672,CNN,2017
islam,628,CNN,2017
jews,616,CNN,2017
christians,599,CNN,2017
hispanic,556,CNN,2017
australian,504,CNN,2017
canadian,492,CNN,2017
soviet,491,CNN,2017
spanish,481,CNN,2017
syrians,468,CNN,2017
democrats,62201,CNN,2019
republicans,34296,CNN,2019
american,33508,CNN,2019
republican,21094,CNN,2019
americans,14440,CNN,2019
russian,11422,CNN,2019
democratic,9677,CNN,2019
democrat,7844,CNN,2019
russians,7279,CNN,2019
chinese,4129,CNN,2019
iranian,2890,CNN,2019
british,2886,CNN,2019
african-american,2865,CNN,2019
iranians,2121,CNN,2019
jewish,2062,CNN,2019
north korean,1800,CNN,2019
french,1770,CNN,2019
european,1767,CNN,2019
saudi,1751,CNN,2019
ukrainian,1532,CNN,2019
italian,1491,CNN,2019
syrian,1405,CNN,2019
kurds,1399,CNN,2019
muslim,1366,CNN,2019
mexican,1360,CNN,2019
african-americans,1227,CNN,2019
sean,1208,CNN,2019
jews,1141,CNN,2019
israeli,1129,CNN,2019
kurdish,1059,CNN,2019
muslims,986,CNN,2019
christian,919,CNN,2019
r.,806,CNN,2019
japanese,758,CNN,2019
islamic,683,CNN,2019
turkish,665,CNN,2019
north koreans,665,CNN,2019
hispanic,636,CNN,2019
african,623,CNN,2019
d.,594,CNN,2019
iraqi,569,CNN,2019
dutch,553,CNN,2019
spanish,451,CNN,2019
asian,443,CNN,2019
europeans,439,CNN,2019
afghan,433,CNN,2019
indian,426,CNN,2019
koreans,416,CNN,2019
mexicans,415,CNN,2019
nazi,405,CNN,2019
american,24544,CNN,2012
republican,20154,CNN,2012
republicans,17925,CNN,2012
americans,17688,CNN,2012
democrats,11353,CNN,2012
syrian,6592,CNN,2012
afghan,3668,CNN,2012
chinese,2951,CNN,2012
democrat,2865,CNN,2012
british,2707,CNN,2012
muslim,2662,CNN,2012
democratic,2264,CNN,2012
african-american,2115,CNN,2012
french,2033,CNN,2012
iranian,1906,CNN,2012
israeli,1813,CNN,2012
hispanic,1675,CNN,2012
christian,1643,CNN,2012
arab,1638,CNN,2012
german,1465,CNN,2012
european,1422,CNN,2012
egyptian,1351,CNN,2012
greek,1324,CNN,2012
russian,1253,CNN,2012
catholic,1192,CNN,2012
libyan,1034,CNN,2012
muslims,998,CNN,2012
jewish,971,CNN,2012
italian,968,CNN,2012
african-americans,957,CNN,2012
iranians,940,CNN,2012
mexican,909,CNN,2012
japanese,885,CNN,2012
spanish,881,CNN,2012
islamic,808,CNN,2012
afghans,784,CNN,2012
pakistani,782,CNN,2012
israelis,752,CNN,2012
syrians,740,CNN,2012
russians,725,CNN,2012
canadian,708,CNN,2012
christians,627,CNN,2012
hispanics,585,CNN,2012
egyptians,584,CNN,2012
cuban,580,CNN,2012
sean,516,CNN,2012
indian,510,CNN,2012
african,503,CNN,2012
libyans,474,CNN,2012
palestinians,472,CNN,2012
democrats,40288,CNN,2018
republicans,35025,CNN,2018
american,27390,CNN,2018
republican,26160,CNN,2018
russian,21472,CNN,2018
russians,13044,CNN,2018
americans,11605,CNN,2018
democrat,7549,CNN,2018
democratic,5654,CNN,2018
north korean,4340,CNN,2018
chinese,3661,CNN,2018
saudi,3570,CNN,2018
british,2420,CNN,2018
north koreans,2182,CNN,2018
french,2153,CNN,2018
african-american,1785,CNN,2018
european,1752,CNN,2018
korean,1611,CNN,2018
syrian,1598,CNN,2018
south korean,1576,CNN,2018
koreans,1543,CNN,2018
sean,1538,CNN,2018
iranian,1444,CNN,2018
israeli,1284,CNN,2018
jewish,1222,CNN,2018
mexican,1140,CNN,2018
african,987,CNN,2018
african-americans,844,CNN,2018
iranians,821,CNN,2018
muslim,812,CNN,2018
christian,784,CNN,2018
jews,783,CNN,2018
turkish,771,CNN,2018
german,704,CNN,2018
canadian,700,CNN,2018
italian,689,CNN,2018
palestinians,681,CNN,2018
japanese,601,CNN,2018
hispanic,601,CNN,2018
south koreans,574,CNN,2018
europeans,573,CNN,2018
muslims,538,CNN,2018
jean,475,CNN,2018
thai,454,CNN,2018
palestinian,450,CNN,2018
t.,448,CNN,2018
spanish,424,CNN,2018
afghan,421,CNN,2018
nazi,416,CNN,2018
israelis,391,CNN,2018
russian,70072,CNN,2022
republicans,34053,CNN,2022
democrats,29026,CNN,2022
republican,27319,CNN,2022
russians,24949,CNN,2022
american,23007,CNN,2022
americans,17723,CNN,2022
democrat,5422,CNN,2022
democratic,5040,CNN,2022
chinese,4883,CNN,2022
british,4049,CNN,2022
european,3836,CNN,2022
french,3536,CNN,2022
ukrainian,2783,CNN,2022
iranian,2030,CNN,2022
jewish,1960,CNN,2022
polish,1562,CNN,2022
christian,1540,CNN,2022
german,1487,CNN,2022
soviet,1331,CNN,2022
australian,1295,CNN,2022
italian,1277,CNN,2022
israeli,1266,CNN,2022
cyp3a4,998,CNN,2022
african,939,CNN,2022
saudi,923,CNN,2022
sean,912,CNN,2022
japanese,850,CNN,2022
jews,819,CNN,2022
ian,753,CNN,2022
canadian,746,CNN,2022
asian,727,CNN,2022
europeans,610,CNN,2022
afghan,608,CNN,2022
muslim,560,CNN,2022
mexican,554,CNN,2022
ukrainians,540,CNN,2022
raphael,517,CNN,2022
nazi,517,CNN,2022
korean,502,CNN,2022
north korean,474,CNN,2022
hispanic,473,CNN,2022
germans,433,CNN,2022
pro-russian,423,CNN,2022
iranians,417,CNN,2022
statin,407,CNN,2022
palestinian,405,CNN,2022
islamic,383,CNN,2022
south korean,371,CNN,2022
spanish,365,CNN,2022
republicans,19727,CNN,2024
republican,18329,CNN,2024
american,16687,CNN,2024
democrats,13648,CNN,2024
israeli,12149,CNN,2024
americans,9614,CNN,2024
russian,7171,CNN,2024
democrat,3300,CNN,2024
iranian,3254,CNN,2024
palestinian,2894,CNN,2024
democratic,2581,CNN,2024
israelis,2569,CNN,2024
jewish,2344,CNN,2024
palestinians,2293,CNN,2024
russians,2141,CNN,2024
chinese,1792,CNN,2024
christian,1199,CNN,2024
sean,1138,CNN,2024
british,1087,CNN,2024
iranians,1012,CNN,2024
european,984,CNN,2024
pro-palestinian,939,CNN,2024
arab,881,CNN,2024
creepy,769,CNN,2024
french,737,CNN,2024
jews,659,CNN,2024
muslim,656,CNN,2024
australian,634,CNN,2024
jean,584,CNN,2024
hispanic,542,CNN,2024
african,524,CNN,2024
japanese,508,CNN,2024
mexican,479,CNN,2024
willis,466,CNN,2024
soviet,435,CNN,2024
german,416,CNN,2024
egyptian,355,CNN,2024
islamic,319,CNN,2024
iowans,302,CNN,2024
ukrainian,299,CNN,2024
north korean,288,CNN,2024
italian,279,CNN,2024
iraqi,272,CNN,2024
asian,272,CNN,2024
indian,256,CNN,2024
afghans,243,CNN,2024
kaitlan,232,CNN,2024
african-american,228,CNN,2024
qatari,222,CNN,2024
african american,214,CNN,2024
republicans,45589,CNN,2021
democrats,37334,CNN,2021
republican,33480,CNN,2021
americans,30475,CNN,2021
american,29512,CNN,2021
afghan,6701,CNN,2021
democratic,6585,CNN,2021
russian,5232,CNN,2021
democrat,5229,CNN,2021
chinese,4494,CNN,2021
afghans,3863,CNN,2021
israeli,2846,CNN,2021
british,2549,CNN,2021
asian,2539,CNN,2021
french,1937,CNN,2021
european,1857,CNN,2021
russians,1386,CNN,2021
jewish,1331,CNN,2021
african-american,1298,CNN,2021
german,1259,CNN,2021
italian,1220,CNN,2021
christian,1169,CNN,2021
japanese,1032,CNN,2021
palestinians,985,CNN,2021
palestinian,945,CNN,2021
south african,854,CNN,2021
haitian,811,CNN,2021
asian-americans,808,CNN,2021
texans,805,CNN,2021
israelis,772,CNN,2021
african-americans,758,CNN,2021
jews,718,CNN,2021
korean,712,CNN,2021
muslim,692,CNN,2021
african,648,CNN,2021
asian-american,637,CNN,2021
iranian,635,CNN,2021
sean,607,CNN,2021
arab,582,CNN,2021
islamic,526,CNN,2021
saudi,519,CNN,2021
mexican,513,CNN,2021
iranians,470,CNN,2021
anti-asian,469,CNN,2021
cuban,462,CNN,2021
canadian,442,CNN,2021
indian,440,CNN,2021
hispanic,439,CNN,2021
norwegian,437,CNN,2021
d.,430,CNN,2021
american,23738,CNN,2014
russian,13900,CNN,2014
americans,13568,CNN,2014
republicans,12897,CNN,2014
israeli,10439,CNN,2014
malaysian,8638,CNN,2014
iraqi,8480,CNN,2014
republican,8472,CNN,2014
democrats,8455,CNN,2014
chinese,5267,CNN,2014
british,4823,CNN,2014
indian,4523,CNN,2014
syrian,4429,CNN,2014
palestinian,4303,CNN,2014
russians,3953,CNN,2014
israelis,3818,CNN,2014
australian,3792,CNN,2014
kurdish,3343,CNN,2014
islamic,3301,CNN,2014
palestinians,3269,CNN,2014
pro-russian,2841,CNN,2014
european,2560,CNN,2014
french,2530,CNN,2014
democrat,2234,CNN,2014
african-american,2228,CNN,2014
sunni,2059,CNN,2014
arab,2040,CNN,2014
muslim,1979,CNN,2014
iraqis,1765,CNN,2014
democratic,1692,CNN,2014
german,1503,CNN,2014
afghan,1431,CNN,2014
north korean,1411,CNN,2014
cuban,1329,CNN,2014
malaysians,1320,CNN,2014
kurds,1299,CNN,2014
canadian,1252,CNN,2014
muslims,1228,CNN,2014
dutch,1210,CNN,2014
jewish,1196,CNN,2014
mexican,1191,CNN,2014
christian,1183,CNN,2014
iranian,1057,CNN,2014
egyptian,1019,CNN,2014
african-americans,1005,CNN,2014
nigerian,1004,CNN,2014
islam,969,CNN,2014
shia,929,CNN,2014
italian,861,CNN,2014
christians,858,CNN,2014
americans,40026,CNN,2020
american,35235,CNN,2020
democrats,29854,CNN,2020
republicans,27666,CNN,2020
republican,22521,CNN,2020
democratic,6434,CNN,2020
democrat,5501,CNN,2020
russian,4651,CNN,2020
african-american,4475,CNN,2020
chinese,4269,CNN,2020
iranian,3631,CNN,2020
african-americans,2630,CNN,2020
russians,2354,CNN,2020
british,2292,CNN,2020
iranians,2073,CNN,2020
european,1777,CNN,2020
iraqi,1375,CNN,2020
french,1137,CNN,2020
sean,1000,CNN,2020
hispanic,981,CNN,2020
german,872,CNN,2020
asian,785,CNN,2020
japanese,778,CNN,2020
spanish,709,CNN,2020
african,687,CNN,2020
jewish,624,CNN,2020
christian,501,CNN,2020
israeli,479,CNN,2020
italian,462,CNN,2020
muslim,383,CNN,2020
afghan,383,CNN,2020
d.,361,CNN,2020
mexican,360,CNN,2020
palestinians,342,CNN,2020
indian,337,CNN,2020
saudi,331,CNN,2020
iraqis,327,CNN,2020
texans,304,CNN,2020
arab,303,CNN,2020
north korean,299,CNN,2020
canadian,295,CNN,2020
lebanese,278,CNN,2020
catholic,272,CNN,2020
europeans,268,CNN,2020
muslims,265,CNN,2020
hawaiian,265,CNN,2020
brazilian,264,CNN,2020
germans,263,CNN,2020
australian,257,CNN,2020
hispanics,251,CNN,2020
republican,38876,CNN,2016
republicans,29171,CNN,2016
american,28735,CNN,2016
democrats,22276,CNN,2016
americans,16033,CNN,2016
russian,7394,CNN,2016
african-american,7019,CNN,2016
democratic,6130,CNN,2016
democrat,5089,CNN,2016
muslims,4905,CNN,2016
muslim,4892,CNN,2016
african-americans,4032,CNN,2016
russians,3799,CNN,2016
syrian,3747,CNN,2016
mexican,3733,CNN,2016
iraqi,3090,CNN,2016
islamic,2765,CNN,2016
european,2747,CNN,2016
french,2709,CNN,2016
hispanic,2316,CNN,2016
iranian,2178,CNN,2016
chinese,2053,CNN,2016
british,1865,CNN,2016
christian,1700,CNN,2016
sean,1606,CNN,2016
cuban,1585,CNN,2016
german,1543,CNN,2016
israeli,1492,CNN,2016
islam,1295,CNN,2016
african,1293,CNN,2016
belgian,1287,CNN,2016
iranians,1250,CNN,2016
hispanics,1203,CNN,2016
turkish,1070,CNN,2016
italian,1055,CNN,2016
egyptian,1050,CNN,2016
japanese,1027,CNN,2016
jewish,1027,CNN,2016
palestinians,856,CNN,2016
spanish,841,CNN,2016
kurdish,840,CNN,2016
north korean,825,CNN,2016
mexicans,819,CNN,2016
saudi,736,CNN,2016
christians,714,CNN,2016
palestinian,683,CNN,2016
arab,671,CNN,2016
israelis,666,CNN,2016
korean,665,CNN,2016
canadian,620,CNN,2016
american,23486,CNN,2015
republican,21035,CNN,2015
republicans,14968,CNN,2015
americans,13514,CNN,2015
french,12516,CNN,2015
russian,8367,CNN,2015
democrats,8128,CNN,2015
iraqi,7954,CNN,2015
muslim,6762,CNN,2015
muslims,6280,CNN,2015
syrian,5106,CNN,2015
islamic,4549,CNN,2015
israeli,3893,CNN,2015
british,3758,CNN,2015
european,3690,CNN,2015
iranian,3494,CNN,2015
russians,2991,CNN,2015
chinese,2930,CNN,2015
african-american,2914,CNN,2015
democratic,2715,CNN,2015
democrat,2461,CNN,2015
christian,2433,CNN,2015
islam,2352,CNN,2015
jordanian,2240,CNN,2015
german,2210,CNN,2015
iranians,2157,CNN,2015
jewish,2146,CNN,2015
arab,2142,CNN,2015
kurdish,2040,CNN,2015
christians,1875,CNN,2015
palestinian,1835,CNN,2015
egyptian,1790,CNN,2015
mexican,1760,CNN,2015
japanese,1719,CNN,2015
sunni,1698,CNN,2015
greek,1625,CNN,2015
