ORG,Count,Network,Year
t. rowe price,811,CNN,2015
cbs,720,CNN,2015
abc,706,CNN,2015
the new york times',695,CNN,2015
lincoln,680,CNN,2015
non-24,670,CNN,2015
athena,666,CNN,2015
mh370,651,CNN,2015
fox,650,CNN,2015
cnn,56413,CNN,2021
senate,30631,CNN,2021
the white house,25179,CNN,2021
congress,24756,CNN,2021
taliban,16117,CNN,2021
fbi,10201,CNN,2021
cdc,9170,CNN,2021
fda,8430,CNN,2021
capitol hill,8406,CNN,2021
the republican party,8378,CNN,2021
white house,6653,CNN,2021
gop,6471,CNN,2021
medicare,5664,CNN,2021
the justice department,4773,CNN,2021
house,4051,CNN,2021
the supreme court,3578,CNN,2021
johnson & johnson,3251,CNN,2021
lincoln,3070,CNN,2021
pentagon,2820,CNN,2021
state,2334,CNN,2021
fidelity,2287,CNN,2021
nato,2040,CNN,2021
the democratic party,1915,CNN,2021
humana,1628,CNN,2021
supreme court,1580,CNN,2021
hamas,1542,CNN,2021
at&t,1512,CNN,2021
samsung,1478,CNN,2021
fox news,1453,CNN,2021
the house of representatives,1381,CNN,2021
pnc bank,1334,CNN,2021
♪ safelite repair,1321,CNN,2021
fema,1317,CNN,2021
the department of justice,1260,CNN,2021
al qaeda,1220,CNN,2021
the new york times',1194,CNN,2021
xfinity,1183,CNN,2021
cia,1105,CNN,2021
fox,1102,CNN,2021
the state department,1032,CNN,2021
capitol,1023,CNN,2021
kremlin,938,CNN,2021
fed,924,CNN,2021
nasa,910,CNN,2021
morgan stanley,872,CNN,2021
delta,855,CNN,2021
nbc,854,CNN,2021
crest,840,CNN,2021
vmware,806,CNN,2021
neoplasia syndrome type,800,CNN,2021
the white house,23838,FoxNews,2021
senate,20607,FoxNews,2021
taliban,20411,FoxNews,2021
congress,18668,FoxNews,2021
fox news,13327,FoxNews,2021
fbi,8390,FoxNews,2021
cnn,6578,FoxNews,2021
cdc,6359,FoxNews,2021
white house,5596,FoxNews,2021
capitol hill,5246,FoxNews,2021
fox,4211,FoxNews,2021
fda,4190,FoxNews,2021
the democratic party,3997,FoxNews,2021
the supreme court,3556,FoxNews,2021
medicare,3546,FoxNews,2021
pentagon,3390,FoxNews,2021
the republican party,3353,FoxNews,2021
gop,2706,FoxNews,2021
lincoln,2662,FoxNews,2021
house,2651,FoxNews,2021
♪ safelite repair,2566,FoxNews,2021
fox & friends',2115,FoxNews,2021
hamas,2090,FoxNews,2021
state,2036,FoxNews,2021
supreme court,1818,FoxNews,2021
al qaeda,1785,FoxNews,2021
the state department,1769,FoxNews,2021
msnbc,1734,FoxNews,2021
the new york times',1581,FoxNews,2021
the justice department,1542,FoxNews,2021
fox & friends,1504,FoxNews,2021
nih,1475,FoxNews,2021
nato,1450,FoxNews,2021
cia,1386,FoxNews,2021
neoplasia syndrome type,1305,FoxNews,2021
humana,1289,FoxNews,2021
irs,1191,FoxNews,2021
harris,1174,FoxNews,2021
fed,1170,FoxNews,2021
the chinese communist party,1160,FoxNews,2021
google,1148,FoxNews,2021
the new york times,1124,FoxNews,2021
the democrat party,1123,FoxNews,2021
the department of justice,1115,FoxNews,2021
xfinity,1023,FoxNews,2021
navy,1022,FoxNews,2021
at&t,1001,FoxNews,2021
cbs,945,FoxNews,2021
nbc,937,FoxNews,2021
intel,926,FoxNews,2021
the white house,20817,FoxNews,2014
congress,20157,FoxNews,2014
senate,15456,FoxNews,2014
irs,11039,FoxNews,2014
fox news,10730,FoxNews,2014
al qaeda,6345,FoxNews,2014
hamas,6284,FoxNews,2014
cia,4794,FoxNews,2014
fbi,4681,FoxNews,2014
taliban,4661,FoxNews,2014
pentagon,3872,FoxNews,2014
fox,3804,FoxNews,2014
white house,3582,FoxNews,2014
medicare,3016,FoxNews,2014
state,3000,FoxNews,2014
gop,2852,FoxNews,2014
capitol hill,2811,FoxNews,2014
nsa,2420,FoxNews,2014
sony,2320,FoxNews,2014
the supreme court,2228,FoxNews,2014
the republican party,2049,FoxNews,2014
fox & friends',1979,FoxNews,2014
nato,1927,FoxNews,2014
cdc,1886,FoxNews,2014
the state department,1727,FoxNews,2014
house,1717,FoxNews,2014
the justice department,1576,FoxNews,2014
fox & friends,1506,FoxNews,2014
at&t,1435,FoxNews,2014
nbc,1386,FoxNews,2014
al-qaeda,1372,FoxNews,2014
the democratic party,1332,FoxNews,2014
celebrex,1317,FoxNews,2014
fox news channel,1299,FoxNews,2014
cnn,1245,FoxNews,2014
supreme court,1172,FoxNews,2014
navy,1134,FoxNews,2014
msnbc,1122,FoxNews,2014
medicaid,1080,FoxNews,2014
campbell,1074,FoxNews,2014
epa,1025,FoxNews,2014
fda,1020,FoxNews,2014
ford,986,FoxNews,2014
miller,978,FoxNews,2014
cbs,934,FoxNews,2014
justin,916,FoxNews,2014
gm,884,FoxNews,2014
nasa,861,FoxNews,2014
fed,853,FoxNews,2014
the united nations,835,FoxNews,2014
congress,23875,FoxNews,2013
the white house,21870,FoxNews,2013
irs,16682,FoxNews,2013
senate,16451,FoxNews,2013
fox news,11933,FoxNews,2013
fbi,7444,FoxNews,2013
medicare,7212,FoxNews,2013
nsa,6537,FoxNews,2013
capitol hill,4814,FoxNews,2013
al qaeda,4623,FoxNews,2013
white house,3967,FoxNews,2013
fox,3933,FoxNews,2013
cia,3365,FoxNews,2013
state,3361,FoxNews,2013
the republican party,2852,FoxNews,2013
al-qaeda,2700,FoxNews,2013
fox & friends',2468,FoxNews,2013
pentagon,2452,FoxNews,2013
house,2374,FoxNews,2013
medicaid,2272,FoxNews,2013
the supreme court,2192,FoxNews,2013
campbell,2177,FoxNews,2013
the justice department,2127,FoxNews,2013
the state department,2118,FoxNews,2013
ford,2009,FoxNews,2013
taliban,1784,FoxNews,2013
navy,1733,FoxNews,2013
gop,1726,FoxNews,2013
nissan,1463,FoxNews,2013
at&t,1364,FoxNews,2013
nbc,1333,FoxNews,2013
fed,1331,FoxNews,2013
fda,1299,FoxNews,2013
fox & friends,1288,FoxNews,2013
lincoln,1249,FoxNews,2013
cnn,1198,FoxNews,2013
motorola,1198,FoxNews,2013
fox news channel,1180,FoxNews,2013
nasa,1111,FoxNews,2013
hezbollah,1109,FoxNews,2013
cbs,1098,FoxNews,2013
supreme court,1067,FoxNews,2013
google,1011,FoxNews,2013
msnbc,984,FoxNews,2013
the united nations,977,FoxNews,2013
the democratic party,945,FoxNews,2013
treasury,944,FoxNews,2013
aarp medicare supplement,923,FoxNews,2013
celebrex,898,FoxNews,2013
miller,879,FoxNews,2013
fbi,20692,FoxNews,2016
the white house,13464,FoxNews,2016
fox news,12122,FoxNews,2016
congress,9959,FoxNews,2016
senate,9597,FoxNews,2016
gop,6997,FoxNews,2016
medicare,6203,FoxNews,2016
the republican party,6060,FoxNews,2016
state,4911,FoxNews,2016
fox,3661,FoxNews,2016
the democratic party,3646,FoxNews,2016
the state department,3198,FoxNews,2016
the supreme court,2970,FoxNews,2016
cnn,2761,FoxNews,2016
supreme court,2725,FoxNews,2016
cia,2364,FoxNews,2016
white house,2324,FoxNews,2016
capitol hill,2038,FoxNews,2016
the justice department,1966,FoxNews,2016
at&t,1795,FoxNews,2016
al qaeda,1766,FoxNews,2016
nato,1740,FoxNews,2016
pentagon,1691,FoxNews,2016
fox news channel,1615,FoxNews,2016
house,1540,FoxNews,2016
the new york times',1538,FoxNews,2016
fox & friends',1507,FoxNews,2016
irs,1268,FoxNews,2016
nbc,1256,FoxNews,2016
fda,1255,FoxNews,2016
taliban,1098,FoxNews,2016
fox & friends,1077,FoxNews,2016
TOPICS,1067,FoxNews,2016
navy,1005,FoxNews,2016
microsoft,948,FoxNews,2016
aarp medicare supplement,941,FoxNews,2016
the new york times,938,FoxNews,2016
abc,935,FoxNews,2016
ford,924,FoxNews,2016
cbs,851,FoxNews,2016
the european union,840,FoxNews,2016
fox &,828,FoxNews,2016
the department of justice,801,FoxNews,2016
google,772,FoxNews,2016
fed,747,FoxNews,2016
washington post',665,FoxNews,2016
the electoral college,637,FoxNews,2016
msnbc,606,FoxNews,2016
epa,594,FoxNews,2016
otezla,592,FoxNews,2016
senate,33211,FoxNews,2020
the white house,25071,FoxNews,2020
congress,17699,FoxNews,2020
fox news,14433,FoxNews,2020
fbi,11491,FoxNews,2020
the supreme court,8420,FoxNews,2020
fda,6100,FoxNews,2020
white house,5798,FoxNews,2020
supreme court,5709,FoxNews,2020
the democratic party,5590,FoxNews,2020
capitol hill,5262,FoxNews,2020
cdc,4889,FoxNews,2020
cnn,4726,FoxNews,2020
medicare,4521,FoxNews,2020
fox,3752,FoxNews,2020
house,2943,FoxNews,2020
state,2484,FoxNews,2020
the new york times',2384,FoxNews,2020
the justice department,2300,FoxNews,2020
lincoln,2050,FoxNews,2020
gop,2027,FoxNews,2020
humana,1992,FoxNews,2020
taliban,1971,FoxNews,2020
the republican party,1964,FoxNews,2020
the world health organization,1758,FoxNews,2020
the new york times,1702,FoxNews,2020
pentagon,1661,FoxNews,2020
the chinese communist party,1630,FoxNews,2020
harris,1577,FoxNews,2020
fox & friends',1563,FoxNews,2020
treasury,1512,FoxNews,2020
the department of justice,1497,FoxNews,2020
fox & friends,1433,FoxNews,2020
fema,1417,FoxNews,2020
cia,1397,FoxNews,2020
msnbc,1340,FoxNews,2020
navy,1310,FoxNews,2020
intel,1309,FoxNews,2020
♪ safelite repair,1257,FoxNews,2020
fox news channel,1256,FoxNews,2020
at&t,1190,FoxNews,2020
fed,1187,FoxNews,2020
the democrat party,1177,FoxNews,2020
the house of representatives,1172,FoxNews,2020
google,1162,FoxNews,2020
nbc,1115,FoxNews,2020
otezla,1051,FoxNews,2020
TOPICS,1046,FoxNews,2020
un,1038,FoxNews,2020
antifa,979,FoxNews,2020
the white house,17682,FoxNews,2012
congress,17048,FoxNews,2012
medicare,12989,FoxNews,2012
fox news,11413,FoxNews,2012
senate,8669,FoxNews,2012
the supreme court,5879,FoxNews,2012
fox,3535,FoxNews,2012
white house,3300,FoxNews,2012
taliban,2945,FoxNews,2012
supreme court,2685,FoxNews,2012
fbi,2538,FoxNews,2012
fox & friends',2421,FoxNews,2012
the republican party,2376,FoxNews,2012
gop,2361,FoxNews,2012
capitol hill,2304,FoxNews,2012
the justice department,2277,FoxNews,2012
al-qaeda,2226,FoxNews,2012
al qaeda,2188,FoxNews,2012
medicaid,1905,FoxNews,2012
ford,1837,FoxNews,2012
pentagon,1769,FoxNews,2012
at&t,1690,FoxNews,2012
state,1660,FoxNews,2012
nasa,1519,FoxNews,2012
motorola,1428,FoxNews,2012
house,1414,FoxNews,2012
fox news channel,1407,FoxNews,2012
the united nations,1381,FoxNews,2012
nbc,1306,FoxNews,2012
verizon,1234,FoxNews,2012
fed,1221,FoxNews,2012
the democratic party,1185,FoxNews,2012
epa,1176,FoxNews,2012
nato,1153,FoxNews,2012
nissan,1152,FoxNews,2012
cia,1149,FoxNews,2012
the state department,1129,FoxNews,2012
navy,1108,FoxNews,2012
abc,1093,FoxNews,2012
aarp medicare supplement,1079,FoxNews,2012
cbs,1047,FoxNews,2012
gallup,983,FoxNews,2012
cnn,969,FoxNews,2012
lincoln,955,FoxNews,2012
the department of justice,933,FoxNews,2012
celebrex,880,FoxNews,2012
fox & friends,813,FoxNews,2012
hezbollah,811,FoxNews,2012
al-qaida,799,FoxNews,2012
fidelity,782,FoxNews,2012
the white house,14290,FoxNews,2015
congress,13649,FoxNews,2015
fox news,9058,FoxNews,2015
fbi,7915,FoxNews,2015
senate,6733,FoxNews,2015
gop,5283,FoxNews,2015
al qaeda,4877,FoxNews,2015
medicare,4176,FoxNews,2015
state,3622,FoxNews,2015
fox,3415,FoxNews,2015
pentagon,3013,FoxNews,2015
taliban,2931,FoxNews,2015
irs,2692,FoxNews,2015
the republican party,2522,FoxNews,2015
white house,2482,FoxNews,2015
the state department,2421,FoxNews,2015
capitol hill,2405,FoxNews,2015
cnn,1906,FoxNews,2015
nbc,1785,FoxNews,2015
cia,1748,FoxNews,2015
at&t,1724,FoxNews,2015
the supreme court,1649,FoxNews,2015
fox & friends',1362,FoxNews,2015
fda,1263,FoxNews,2015
pg&e,1261,FoxNews,2015
the democratic party,1246,FoxNews,2015
the justice department,1145,FoxNews,2015
fox news channel,1141,FoxNews,2015
nsa,1113,FoxNews,2015
al-qaeda,1089,FoxNews,2015
fox & friends,1040,FoxNews,2015
house,1028,FoxNews,2015
supreme court,947,FoxNews,2015
ford,942,FoxNews,2015
navy,891,FoxNews,2015
amtrak,839,FoxNews,2015
epa,836,FoxNews,2015
nissan,836,FoxNews,2015
nato,833,FoxNews,2015
cnbc,818,FoxNews,2015
the new york times',803,FoxNews,2015
fed,750,FoxNews,2015
cbs,739,FoxNews,2015
msnbc,732,FoxNews,2015
lincoln,707,FoxNews,2015
the united nations,698,FoxNews,2015
microsoft,679,FoxNews,2015
abc,656,FoxNews,2015
non-24,654,FoxNews,2015
hamas,568,FoxNews,2015
the white house,32230,FoxNews,2017
senate,28593,FoxNews,2017
congress,24760,FoxNews,2017
fbi,20884,FoxNews,2017
fox news,11309,FoxNews,2017
white house,7449,FoxNews,2017
capitol hill,7149,FoxNews,2017
medicare,6870,FoxNews,2017
cnn,4687,FoxNews,2017
the supreme court,3829,FoxNews,2017
cia,3515,FoxNews,2017
the democratic party,3513,FoxNews,2017
house,3242,FoxNews,2017
medicaid,3119,FoxNews,2017
supreme court,3063,FoxNews,2017
the justice department,3004,FoxNews,2017
gop,2879,FoxNews,2017
nato,2733,FoxNews,2017
the republican party,2682,FoxNews,2017
state,2567,FoxNews,2017
fox,2553,FoxNews,2017
pentagon,2495,FoxNews,2017
un,2180,FoxNews,2017
the new york times',2006,FoxNews,2017
intel,1886,FoxNews,2017
the department of justice,1874,FoxNews,2017
nbc,1625,FoxNews,2017
fox news channel,1622,FoxNews,2017
navy,1536,FoxNews,2017
fema,1520,FoxNews,2017
nsa,1496,FoxNews,2017
taliban,1488,FoxNews,2017
the united nations,1465,FoxNews,2017
fox & friends',1461,FoxNews,2017
the state department,1418,FoxNews,2017
ford,1236,FoxNews,2017
al qaeda,1223,FoxNews,2017
kremlin,1134,FoxNews,2017
the new york times,1128,FoxNews,2017
the house intelligence committee,1102,FoxNews,2017
irs,1060,FoxNews,2017
msnbc,1018,FoxNews,2017
treasury,955,FoxNews,2017
anoro,918,FoxNews,2017
this white house,916,FoxNews,2017
cbs,876,FoxNews,2017
fox & friends,872,FoxNews,2017
fda,864,FoxNews,2017
the senate intelligence committee,863,FoxNews,2017
nfl,849,FoxNews,2017
fbi,37924,FoxNews,2018
the white house,28652,FoxNews,2018
senate,26930,FoxNews,2018
congress,25003,FoxNews,2018
fox news,13856,FoxNews,2018
white house,7039,FoxNews,2018
capitol hill,6114,FoxNews,2018
medicare,5983,FoxNews,2018
un,5925,FoxNews,2018
the supreme court,5902,FoxNews,2018
supreme court,5900,FoxNews,2018
cnn,5550,FoxNews,2018
the justice department,4855,FoxNews,2018
cia,4446,FoxNews,2018
the democratic party,4235,FoxNews,2018
ford,4077,FoxNews,2018
state,3878,FoxNews,2018
nato,2886,FoxNews,2018
the department of justice,2874,FoxNews,2018
house,2736,FoxNews,2018
fox,2702,FoxNews,2018
gop,2652,FoxNews,2018
the republican party,2138,FoxNews,2018
pentagon,2093,FoxNews,2018
lincoln,2050,FoxNews,2018
google,1968,FoxNews,2018
the new york times',1878,FoxNews,2018
humana,1737,FoxNews,2018
otezla,1716,FoxNews,2018
intel,1589,FoxNews,2018
fed,1464,FoxNews,2018
fox news channel,1374,FoxNews,2018
the new york times,1351,FoxNews,2018
nbc,1343,FoxNews,2018
fox & friends',1293,FoxNews,2018
the state department,1282,FoxNews,2018
justice department,1234,FoxNews,2018
fda,1234,FoxNews,2018
the senate judiciary committee,1219,FoxNews,2018
the house intelligence committee,1172,FoxNews,2018
♪ liberty,1155,FoxNews,2018
msnbc,1146,FoxNews,2018
the judiciary committee,1123,FoxNews,2018
abc,1085,FoxNews,2018
navy,1054,FoxNews,2018
taliban,1007,FoxNews,2018
neoplasia syndrome type,955,FoxNews,2018
the house of representatives,942,FoxNews,2018
hamas,940,FoxNews,2018
kremlin,936,FoxNews,2018
congress,29983,FoxNews,2019
the white house,20844,FoxNews,2019
senate,18107,FoxNews,2019
fbi,16528,FoxNews,2019
fox news,14420,FoxNews,2019
medicare,8858,FoxNews,2019
the democratic party,6513,FoxNews,2019
capitol hill,6232,FoxNews,2019
white house,5637,FoxNews,2019
cnn,5333,FoxNews,2019
house,3480,FoxNews,2019
fox,3408,FoxNews,2019
the supreme court,3190,FoxNews,2019
the justice department,3115,FoxNews,2019
un,2740,FoxNews,2019
taliban,2696,FoxNews,2019
pentagon,2604,FoxNews,2019
lincoln,2519,FoxNews,2019
the new york times',2468,FoxNews,2019
cia,2447,FoxNews,2019
state,2174,FoxNews,2019
the department of justice,1927,FoxNews,2019
humana,1842,FoxNews,2019
supreme court,1798,FoxNews,2019
intel,1754,FoxNews,2019
navy,1700,FoxNews,2019
nato,1682,FoxNews,2019
the judiciary committee,1670,FoxNews,2019
the republican party,1645,FoxNews,2019
the new york times,1613,FoxNews,2019
the house judiciary committee,1610,FoxNews,2019
fda,1588,FoxNews,2019
ford,1586,FoxNews,2019
fed,1564,FoxNews,2019
msnbc,1544,FoxNews,2019
the state department,1384,FoxNews,2019
boeing,1370,FoxNews,2019
fox & friends',1308,FoxNews,2019
the house of representatives,1304,FoxNews,2019
google,1292,FoxNews,2019
nbc,1277,FoxNews,2019
gop,1209,FoxNews,2019
harris,1195,FoxNews,2019
xfinity,1160,FoxNews,2019
fox news channel,1032,FoxNews,2019
the democrat party,985,FoxNews,2019
otezla,908,FoxNews,2019
abc,905,FoxNews,2019
al qaeda,893,FoxNews,2019
fox & friends,893,FoxNews,2019
the white house,26248,FoxNews,2022
fbi,19350,FoxNews,2022
senate,19082,FoxNews,2022
congress,18648,FoxNews,2022
fox news,13313,FoxNews,2022
nato,10476,FoxNews,2022
supreme court,6185,FoxNews,2022
the supreme court,6136,FoxNews,2022
white house,5934,FoxNews,2022
fox,5892,FoxNews,2022
cnn,4985,FoxNews,2022
the democratic party,4573,FoxNews,2022
fed,3545,FoxNews,2022
gop,3466,FoxNews,2022
medicare,3404,FoxNews,2022
capitol hill,3110,FoxNews,2022
pentagon,3001,FoxNews,2022
the republican party,2911,FoxNews,2022
cdc,2769,FoxNews,2022
♪ safelite repair,2702,FoxNews,2022
the justice department,2698,FoxNews,2022
fda,2555,FoxNews,2022
irs,2317,FoxNews,2022
house,2282,FoxNews,2022
taliban,2050,FoxNews,2022
fox & friends',1965,FoxNews,2022
msnbc,1766,FoxNews,2022
the department of justice,1603,FoxNews,2022
cia,1499,FoxNews,2022
kremlin,1476,FoxNews,2022
the new york times',1353,FoxNews,2022
state,1276,FoxNews,2022
nbc,1275,FoxNews,2022
the democrat party,1248,FoxNews,2022
neoplasia syndrome type,1237,FoxNews,2022
the new york times,1207,FoxNews,2022
fox & friends,1180,FoxNews,2022
intel,1121,FoxNews,2022
cabenuva,1087,FoxNews,2022
the chinese communist party,995,FoxNews,2022
harris,967,FoxNews,2022
merrill,961,FoxNews,2022
lincoln,918,FoxNews,2022
cbs,808,FoxNews,2022
sec,796,FoxNews,2022
humana,787,FoxNews,2022
chevrolet,772,FoxNews,2022
the state department,755,FoxNews,2022
this white house,754,FoxNews,2022
abc,750,FoxNews,2022
the white house,11022,FoxNews,2024
hamas,9261,FoxNews,2024
congress,8085,FoxNews,2024
fox news,7026,FoxNews,2024
senate,6666,FoxNews,2024
the supreme court,3431,FoxNews,2024
fbi,3273,FoxNews,2024
cnn,2766,FoxNews,2024
fox,2671,FoxNews,2024
google,2639,FoxNews,2024
white house,2303,FoxNews,2024
capitol hill,2026,FoxNews,2024
supreme court,1962,FoxNews,2024
gop,1638,FoxNews,2024
nikki haley,1580,FoxNews,2024
the democratic party,1558,FoxNews,2024
hezbollah,1457,FoxNews,2024
fox & friends',1438,FoxNews,2024
house,1414,FoxNews,2024
the republican party,1382,FoxNews,2024
harvard,1214,FoxNews,2024
pentagon,1146,FoxNews,2024
boeing,1142,FoxNews,2024
msnbc,1069,FoxNews,2024
columbia university,1007,FoxNews,2024
cia,955,FoxNews,2024
hoo,888,FoxNews,2024
fda,882,FoxNews,2024
columbia,864,FoxNews,2024
nato,850,FoxNews,2024
the justice department,837,FoxNews,2024
nikki,822,FoxNews,2024
nbc,784,FoxNews,2024
un,765,FoxNews,2024
the democrat party,759,FoxNews,2024
♪ liberty,694,FoxNews,2024
the new york times,655,FoxNews,2024
fed,654,FoxNews,2024
navy,652,FoxNews,2024
medicare,597,FoxNews,2024
state,574,FoxNews,2024
npr,570,FoxNews,2024
fox & friends,569,FoxNews,2024
the department of justice,560,FoxNews,2024
♪ safelite repair,549,FoxNews,2024
irs,548,FoxNews,2024
nyu,544,FoxNews,2024
harris,475,FoxNews,2024
neoplasia syndrome type,453,FoxNews,2024
abc,438,FoxNews,2024
hamas,29321,FoxNews,2023
the white house,25256,FoxNews,2023
congress,19361,FoxNews,2023
fbi,18089,FoxNews,2023
fox news,14113,FoxNews,2023
senate,10526,FoxNews,2023
fox,6400,FoxNews,2023
gop,5278,FoxNews,2023
hezbollah,5046,FoxNews,2023
white house,4885,FoxNews,2023
irs,4738,FoxNews,2023
capitol hill,4601,FoxNews,2023
medicare,4446,FoxNews,2023
pentagon,4034,FoxNews,2023
house,3954,FoxNews,2023
the supreme court,3924,FoxNews,2023
cnn,3603,FoxNews,2023
the democratic party,2863,FoxNews,2023
the justice department,2822,FoxNews,2023
harvard,2726,FoxNews,2023
the republican party,2619,FoxNews,2023
google,2392,FoxNews,2023
nato,2321,FoxNews,2023
supreme court,2312,FoxNews,2023
the department of justice,2185,FoxNews,2023
cia,2079,FoxNews,2023
fda,2062,FoxNews,2023
fed,2057,FoxNews,2023
fox & friends',1856,FoxNews,2023
intel,1695,FoxNews,2023
state,1558,FoxNews,2023
humana,1497,FoxNews,2023
navy,1362,FoxNews,2023
ccp,1340,FoxNews,2023
dexcom,1321,FoxNews,2023
un,1308,FoxNews,2023
msnbc,1288,FoxNews,2023
♪ safelite repair,1271,FoxNews,2023
weiss,1263,FoxNews,2023
taliban,1224,FoxNews,2023
the chinese communist party,1214,FoxNews,2023
neoplasia syndrome type,1163,FoxNews,2023
nikki haley,1148,FoxNews,2023
ford,1094,FoxNews,2023
the democrat party,1047,FoxNews,2023
epa,1036,FoxNews,2023
the new york times,985,FoxNews,2023
hoo,924,FoxNews,2023
harris,916,FoxNews,2023
the house of representatives,911,FoxNews,2023
